#HDR:lifnr,matnr,maktx
"0000503340","1-10-0462-7084","Accesorio para Backsplash"
"0000503340","1-10-0484-5084","BASE G 2PTA 120X33 H75.3"
"0000503340","1-10-0484-7084","BASE G 2PTA 120X33 H75.3"
"0000503340","1-10-0485-5084","BASE G FREG ABS 2PTA 80x59 H75.3"
"0000503340","1-10-0485-7084","BASE G FREG ABS 2PTA 80x59 H75.3"
"0000503340","1-10-0486-5084","BASE G 1GV 2CJS 80x59 H75.3"
"0000503340","1-10-0486-7084","BASE G 1GV 2CJS 80x59 H75.3"
"0000503340","1-10-0487-5084","CAJON M B.80  EXT C/FONDO BL"
"0000503340","1-10-0487-7084","CAJON M B.80  EXT C/FONDO BL"
"0000503340","1-10-0489-5084","BASE G FRIGO 60X80 H75.3"
"0000503340","1-10-0490-5084","AEREO MICRO G PTA 60x33 H72"
"0000503340","1-10-0490-7084","AEREO MICRO G 2PTA 60x33 H72"
"0000503340","1-10-0491-5084","AEREO G 2PTA 80x33 H60"
"0000503340","1-10-0491-7084","AEREO G 2PTA 80x33 H60"
"0000503340","1-10-0492-5084","FONDO 77.4X0.4 H57.4"
"0000503340","1-10-0492-7084","FONDO 77.4X0.4 H57.4"
"0000503340","1-10-0493-5084","COLUMNA G PTA 60x43 H204"
"0000503340","1-10-0494-5084","FONDO 57.4x0.4 H201.4"
"0000503340","1-10-0494-7084","FONDO 57.4x0.4 H201.4"
"0000503340","1-10-0495-5084","COLUMNA G PTA 60x33 H204"
"0000503340","1-10-0496-5084","COLUMNA G PTA 80x33 H204"
"0000503340","1-10-0496-7084","COLUMNA G PTA 80x33 H204"
"0000503340","1-10-0497-5084","COLUMNA G PTA 90x33 H204"
"0000503340","1-10-0498-5084","PTA MICRO 29.7x34.2 CM  LAPCEPTSCR"
"0000503340","1-10-0498-7084","PTA MICRO 29.7x34.2 CM  LAPCEPTSCR"
"0000503340","1-10-0499-5084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPTSCR"
"0000503340","1-10-0499-7084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPTSCR"
"0000503340","1-10-0500-5084","VISTA 63.8X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0500-7084","VISTA 63.8X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0501-5084","VISTA 37.8X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0502-5084","LAT 66X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0502-7084","LAT 66X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0503-5084","FRN CAJON 79.7x16.9 CM LAPCEPTSCR"
"0000503340","1-10-0503-7084","FRN CAJON 79.7x16.9 CM LAPCEPTSCR"
"0000503340","1-10-0504-5084","PTA COL 29.7x203.7 CM LAPCEPTSCR"
"0000503340","1-10-0504-7084","PTA COL 29.7x203.7 CM LAPCEPTSCR"
"0000503340","1-10-0505-5084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPLRGR"
"0000503340","1-10-0506-5084","PTA MICRO 29.7x34.2 CM  LAPCEPLRGR"
"0000503340","1-10-0506-7084","PTA MICRO 29.7x34.2 CM  LAPCEPLRGR"
"0000503340","1-10-0507-5084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPLRMK"
"0000503340","1-10-0508-5084","PTA MICRO 29.7x34.2 CM  LAPCEPLRMK"
"0000503340","1-10-0508-7084","PTA MICRO 29.7x34.2 CM  LAPCEPLRMK"
"0000503340","1-10-0509-5084","VISTA 63.2X75.3 CM LAPCEPLRMK"
"0000503340","1-10-0510-5084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPTSBN"
"0000503340","1-10-0510-7084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPTSBN"
"0000503340","1-10-0511-5084","PTA MICRO 29.7x34.2 CM  LAPCEPTSBN"
"0000503340","1-10-0511-7084","PTA MICRO 29.7x34.2 CM  LAPCEPTSBN"
"0000503340","1-10-0512-5084","PTA LAV SP 29.7x47.7 CM LAPCEPTSBN"
"0000503340","1-10-0512-7084","PTA LAV SP 29.7x47.7 CM LAPCEPTSBN"
"0000503340","1-10-0513-5084","PTA LAV SP 39.7x47.7 CM LAPCEPTSBN"
"0000503340","1-10-0514-5084","PTA LAV SP 44.7x47.7 CM LAPCEPTSBN"
"0000503340","1-10-0515-5084","LAT 53X51.3 CM LAPCEPTSBN"
"0000503340","1-10-0515-7084","LAT 53X51.3 CM LAPCEPTSBN"
"0000503340","1-10-0516-5084","FILLER 15x47.7 CM LAPCEPTSBN"
"0000503340","1-10-0516-7084","FILLER 15x47.7 CM LAPCEPTSBN"
"0000503340","1-10-0517-5084","PTA MICRO 29.7x34.2 CM  PVCBRIPLBL"
"0000503340","1-10-0517-7084","PTA MICRO 29.7x34.2 CM  PVCBRIPLBL"
"0000503340","1-10-0518-5084","PTA EXTRACTOR 39.7x59.7 CM PVCBRIPLBL"
"0000503340","1-10-0518-7084","PTA EXTRACTOR 39.7x59.7 CM PVCBRIPLBL"
"0000503340","1-10-0519-5084","PTA EXTRACTOR 39.7x59.7 CM PVCBRIPLLOCL"
"0000503340","1-10-0519-7084","PTA EXTRACTOR 39.7x59.7 CM PVCBRIPLLOCL"
"0000503340","1-10-0520-5084","PTA MICRO 29.7x34.2 CM  PVCBRIPLLOCL"
"0000503340","1-10-0520-7084","PTA MICRO 29.7x34.2 CM  PVCBRIPLLOCL"
"0000503340","1-10-0528-5084","LAT 61.5X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0528-7084","LAT 61.5X75.3 CM LAPCEPTSCR"
"0000503340","1-10-0535-5084","FRN GAVETA 79.7x34.1 CM LAPCEPTSCR"
"0000503340","1-10-0535-7084","FRN GAVETA 79.7x34.1 CM LAPCEPTSCR"
"0000503340","1-10-0536-5084","LAT 63.2X75.3 LAPCEPLRGR"
"0000503340","1-10-0537-5084","PTA COL 39.7X128.5 CM LAPCEPLRGR"
"0000503340","1-10-0537-7084","PTA COL 39.7X128.5 CM LAPCEPLRGR"
"0000503340","1-10-0538-5084","PTA COL 39.7X128.5 CM LAPCEPLRMK"
"0000503340","1-10-0539-5084","PTA COL 39.7X128.5 CM LAPCEPTSCR"
"0000503340","1-10-0540-5084","PTA COL 44.7X128.5 CM LAPCEPLRGR"
"0000503340","1-10-0540-7084","PTA COL 44.7X128.5 CM LAPCEPLRGR"
"0000503340","1-10-0541-5084","PTA COL 44.7X128.5 CM LAPCEPLRMK"
"0000503340","1-10-0542-5084","PTA COL 44.7X128.5 CM LAPCEPTSCR"
"0000503340","1-10-0543-5084","COLGADOR 60CM"
"0000503340","1-10-0543-7084","COLGADOR 60CM"
"0000503340","1-10-0544-5084","COLGADOR 80CM"
"0000503340","1-10-0544-7084","COLGADOR 80CM"
"0000503340","1-10-0545-5084","COLGADOR 90CM"
"0000503340","1-10-0545-7084","COLGADOR 90CM"
"0000503340","1-10-0546-5084","BRIDA PARA COLGADOR"
"0000503340","1-10-0546-7084","BRIDA PARA COLGADOR"
"0000503340","1-10-0547-5084","CAJONERA CLOSET 60CM"
"0000503340","1-10-0547-7084","CAJONERA CLOSET 60CM"
"0000503340","1-10-0548-5084","CAJONERA  CLOSET 80CM"
"0000503340","1-10-0548-7084","CAJONERA  CLOSET 80CM"
"0000503340","1-10-0549-5084","CAJONERA CLOSET 90CM"
"0000503340","1-10-0549-7084","CAJONERA CLOSET 90CM"
"0000503340","1-10-0550-5084","MANIJA PARA CLOSET"
"0000503340","1-10-0550-7084","MANIJA PARA CLOSET"
"0000503340","1-10-0551-5084","COLUMNA COLGADOR SENCILLO 60x204x58 CM"
"0000503340","1-10-0551-7084","COLUMNA COLGADOR SENCILLO 60x204x58 CM"
"0000503340","1-10-0552-5084","COLUMNA COLGADOR SENCILLO 80x204x58 CM"
"0000503340","1-10-0552-7084","COLUMNA COLGADOR SENCILLO 80x204x58 CM"
"0000503340","1-10-0553-5084","COLUMNA COLGADOR DOBLE 80x204x58 CM"
"0000503340","1-10-0553-7084","COLUMNA COLGADOR DOBLE 80x204x58 CM"
"0000503340","1-10-0554-5084","COLUMNA COLGADOR DOBLE 90x204x58 CM"
"0000503340","1-10-0554-7084","COLUMNA COLGADOR DOBLE 90x204x58 CM"
"0000503340","1-10-0555-5084","COLUMNA CAJON Y REPISAS 60x204x58 CM"
"0000503340","1-10-0555-7084","COLUMNA CAJON Y REPISAS 60x204x58 CM"
"0000503340","1-10-0556-5084","COLUMNA CAJON Y REPISAS 80x204x58 CM"
"0000503340","1-10-0556-7084","COLUMNA CAJON Y REPISAS 80x204x58 CM"
"0000503340","1-10-0557-5084","COLUMNA CAJON Y REPISAS 90x204x58 CM"
"0000503340","1-10-0557-7084","COLUMNA CAJON Y REPISAS 90x204x58 CM"
"0000503340","1-10-0558-5084","COLUMNA REPISAS 60x204x58 CM"
"0000503340","1-10-0558-7084","COLUMNA REPISAS 60x204x58 CM"
"0000503340","1-10-0559-5084","COLUMNA CAJON Y COLGADOR 80x204x58 CM"
"0000503340","1-10-0560-5084","COLUMNA CAJON Y COLGADOR 90x204x58 CM"
"0000503340","1-10-0561-5084","COLUMNA REPISAS 30x204x58 CM"
"0000503340","1-10-0561-7084","COLUMNA REPISAS 30x204x58 CM"
"0000503340","1-10-0563-5084","COLUMNA COLGADOR Y REPISA 80x204x58 CM"
"0000503340","1-10-0563-7084","COLUMNA COLGADOR Y REPISA 80x204x58 CM"
"0000503340","1-10-0564-5084","COLUMNA COLGADOR Y REPISA 90x204x58 CM"
"0000503340","1-10-0564-7084","COLUMNA COLGADOR Y REPISA 90x204x58 CM"
"0000503340","1-10-0608-5084","KIT PATA DE APOYO PARA FREGADERO"
"0000503340","1-10-0608-7084","KIT PATA DE APOYO PARA FREGADERO"
"0000503340","1-10-0642-5084","LAT 61x216 CM LAPCEPLRGR"
"0000503340","1-10-0642-7084","LAT 61x216 CM LAPCEPLRGR"
"0000503340","1-10-0645-5084","PTA COLUMNA 44.7X128.5 CM LAPCEPLRMG"
"0000503340","1-10-0645-7084","PTA COLUMNA 44.7X128.5 CM LAPCEPLRMG"
"0000503340","1-10-0646-5084","PUERTA 44.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0647-5084","PTA COLUMNA 39.7X128.5 CM LAPCEPLRMG"
"0000503340","1-10-0647-7084","PTA COLUMNA 39.7X128.5 CM LAPCEPLRMG"
"0000503340","1-10-0648-5084","PUERTA 39.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0648-7084","PUERTA 39.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0649-5084","PTA COLUMNA 59.7x203.7 CM LAPCEPLRMG"
"0000503340","1-10-0649-7084","PTA COLUMNA 59.7x203.7 CM LAPCEPLRMG"
"0000503340","1-10-0650-5084","PUERTA 29.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0650-7084","PUERTA 29.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0651-5084","PUERTA 39.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0652-5084","PUERTA 44.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0652-7084","PUERTA 44.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0653-5084","PUERTA 59.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0654-5084","FILLER 15x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0654-7084","FILLER 15x47.7 CM LAPCEPLRMG"
"0000503340","1-10-0655-5084","LAT 53x51 CM LAPCEPLRMG"
"0000503340","1-10-0656-5084","PANEL 79.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0656-7084","PANEL 79.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0657-5084","PUERTA 29.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0657-7084","PUERTA 29.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0658-5084","PUERTA 59.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0658-7084","PUERTA 59.7x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0659-5084","FILLER 15x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0659-7084","FILLER 15x71.7 CM LAPCEPLRMG"
"0000503340","1-10-0660-5084","FRN CAJON 59.7x16.9CM LAPCEPLRMG"
"0000503340","1-10-0660-7084","FRN CAJON 59.7x16.9CM LAPCEPLRMG"
"0000503340","1-10-0661-5084","FRN GAVETA 59.7x34.1 CM LAPCEPLRMG"
"0000503340","1-10-0662-5084","LAT 35x72 CM LAPCEPLRMG"
"0000503340","1-10-0663-5084","LAT 61x75.3 CM LAPCEPLRMG"
"0000503340","1-10-0663-7084","LAT 61x75.3 CM LAPCEPLRMG"
"0000503340","1-10-0664-5084","LAT 60X75.3 CM LAPCEPLRMG"
"0000503340","1-10-0665-5084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPLRMG"
"0000503340","1-10-0665-7084","PTA EXTRACTOR 39.7x59.7 CM LAPCEPLRMG"
"0000503340","1-10-0666-5084","PTA MICRO 29.7x34.2 CM LAPCEPLRMG"
"0000503340","1-10-0666-7084","PTA MICRO 29.7x34.2 CM LAPCEPLRMG"
"0000503340","1-10-0667-5084","PTA REFRI 49.7x35.7 CM LAPCEPLRMG"
"0000503340","1-10-0667-7084","PTA REFRI 49.7x35.7 CM LAPCEPLRMG"
"0000503340","1-10-0671-5084","BASE SP G LAV 2PTA 90x38 H51.3"
"0000503340","1-10-0672-5084","BASE SP G LAV PTA 60x38 H51.3"
"0000503340","1-10-0672-7084","BASE SP G LAV PTA 60x38 H51.3"
"0000503340","1-10-0673-5084","BASE SP G LAV PTA 40x38 H51.3"
"0000503340","1-10-0677-5084","PTA COL 59.7x203.7 CM LAPCEPTSBN"
"0000503340","1-10-0677-7084","PTA COL 59.7x203.7 CM LAPCEPTSBN"
"0000503340","1-10-0681-5084","FRN CAJON 79.7x16.9 CM LAPCEPLRMK"
"0000503340","1-10-0682-5084","FRN CAJON 89.7x16.9 CM LAPCEPLRMK"
"0000503340","1-10-0683-5084","FRN CAJON 79.7x16.9CM LAPCEPTSBN"
"0000503340","1-10-0683-7084","FRN CAJON 79.7x16.9CM LAPCEPTSBN"
"0000503340","1-10-0684-5084","FRN CAJON 89.7x16.9CM LAPCEPTSBN"
"0000503340","1-10-0684-7084","FRN CAJON 89.7x16.9CM LAPCEPTSBN"
"0000503340","1-10-0685-5084","FRN GAVETA 89.7x34.1 CM LAPCEPTSCR"
"0000503340","1-10-0685-7084","FRN GAVETA 89.7x34.1 CM LAPCEPTSCR"
"0000503340","1-10-0686-5084","FRN CAJON 89.7x16.9 CM LAPCEPTSCR"
"0000503340","1-10-0686-7084","FRN CAJON 89.7x16.9 CM LAPCEPTSCR"
"0000503340","1-10-0687-5084","FRN CAJON 79.7x16.9 CM PVCBRIPLBL"
"0000503340","1-10-0687-7084","FRN CAJON 79.7x16.9 CM PVCBRIPLBL"
"0000503340","1-10-0688-5084","FRN CAJON 89.7x16.9 CM PVCBRIPLBL"
"0000503340","1-10-0688-7084","FRN CAJON 89.7x16.9 CM PVCBRIPLBL"
"0000503340","1-10-0689-5084","CLIP DE PATA PARA FREGADERO"
"0000503340","1-10-0714-7084","AEREO G 2PTA 50x33 H60"
"0000503340","1-10-0715-7084","AEREO REFRI G 2PTA 70x33 H36"
"0000503340","1-10-0716-7084","PTA REFRI 34.7x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0717-7084","LAT 63x0.12 H75.3 CM PVCBRIPLBL"
"0000503340","1-10-0718-7084","LAT 180x0.12 H75.3 CM PVCBRIPLBL"
"0000503340","1-10-0719-7084","PTA EXTRACTOR 24.7x59.7 CM PVCBRIPLBL"
"0000503340","1-10-0720-7084","AEREO EXTRACTOR G 2PTA 60x33 H60"
"0000503340","1-10-0721-7084","PTA EXTRACTOR 59.7x59.7 CM PVCBRIPLBL"
"0000503340","1-10-0724-7084","PTA EXTRACTOR 59.7x59.7 CM LAPCEPTSBN"
"0000503340","1-10-0726-7084","PTA EXTRACTOR 59.7x59.7 CM LAPCEPLRMG"
"0000503340","1-10-0772-7084","PTA 44.7x71.7 CM PVCBRIPLTX 447 TONY DER"
"0000503340","1-10-0773-7084","PTA 44.7x71.7 CM PVCBRIPLTX 447 TONY IZQ"
"0000503340","1-10-0774-7084","PTA 44.7x71.7 CM PVCBRIPLTX 447 TONY S/P"
"0000503340","1-10-0775-7084","FRN GAV 89.7x23.7 CM PVCBRIPLTX 447 TONY"
"0000503340","1-10-0776-7084","LAT 53x75.3 CM PVCBRIPLTX 447"
"0000503340","1-10-0777-7084","ROLLO LAMINADO P/PTA ACABADO TEXT 447"
"0000503340","1-10-0778-7084","FRN GAV LAV 89.7x22.05 CM PVCBRIPLLOCL"
"0000503340","1-10-0779-7084","PTA LAVSP 44.7x47.7CM PVCBRIPLBL TONYDER"
"0000503340","1-10-0780-7084","PTA LAVSP 44.7x47.7CM PVCBRIPLBL TONYIZQ"
"0000503340","1-10-0781-7084","PTA LAVSP 44.7x47.7CM PVCBRIPLBL TONYS/P"
"0000503340","1-10-0782-7084","FRN GAV LAV 89.7x23.7 CM PVCBRIPLBL TONY"
"0000503340","1-10-0783-7084","PTA 59.7x71.7 CM PVCBRIPLTX 457 TONY DER"
"0000503340","1-10-0784-7084","PTA 59.7x71.7 CM PVCBRIPLTX 457 TONY IZQ"
"0000503340","1-10-0786-7084","FRN CAJ 59.7x16.9 CM PVCBRIPLTX 457 TONY"
"0000503340","1-10-0787-7084","FRN GAV 59.7x34.1 CM PVCBRIPLTX 457 TONY"
"0000503340","1-10-0788-7084","FRN GAV 79.7x34.1 CM PVCBRIPLTX 457 TONY"
"0000503340","1-10-0789-7084","PTA 59.7x83.2 CM PVCBRIPLTX 457 TONY DER"
"0000503340","1-10-0790-7084","PTA 59.7x83.2 CM PVCBRIPLTX 457 TONY IZQ"
"0000503340","1-10-0791-7084","PTA 59.7x83.2 CM PVCBRIPLTX 457 TONY S/P"
"0000503340","1-10-0792-7084","FILLER 15x203.7 CM PVCBRIPLTX 457"
"0000503340","1-10-0793-7084","LAT 61x204 CM PVCBRIPLTX 457"
"0000503340","1-10-0794-7084","ROLLO LAMINADO P/PTA ACABADO TEXT 457"
"0000503340","1-10-0795-7084","PTA 59.7x71.7 CM PVCMTBL 117 TONY DER"
"0000503340","1-10-0796-7084","PTA 59.7x71.7 CM PVCMTBL 117 TONY IZQ"
"0000503340","1-10-0797-7084","PTA 59.7x71.7 CM PVCMTBL 117 TONY S/P"
"0000503340","1-10-0798-7084","PTA 39.7x71.7 CM PVCMTBL 117 TONY DER"
"0000503340","1-10-0799-7084","PTA 39.7x71.7 CM PVCMTBL 117 TONY IZQ"
"0000503340","1-10-0800-7084","PTA 39.7x71.7 CM PVCMTBL 117 TONY S/P"
"0000503340","1-10-0801-7084","LAT 35x72 CM PVCMTBL 117"
"0000503340","1-10-0803-7084","PTA COL 44.7x203.7CM PVCMTBL 117 TONYS/P"
"0000503340","1-10-0804-7084","PTA COL 44.7x203.7CM PVCMTBL 117 TONYDER"
"0000503340","1-10-0805-7084","PTA COL 44.7x203.7CM PVCBRIPLBL TONY IZQ"
"0000503340","1-10-0806-7084","PTA COL 44.7x203.7CM PVCBRIPLBL TONY S/P"
"0000503340","1-10-0808-7084","LAT 68X220 CM ROVERE METZ"
"0000503340","1-10-0811-7084","PTA CL CORR 97x214CM ROVERE METZ S/P"
"0000503340","1-10-0812-7084","VISTA 68X200 CM ROVERE METZ"
"0000503340","1-10-0813-7084","CUBRECANTO ABS PB ROVERE METZ H.22mm"
"0000503340","1-10-0816-7084","GOLA SCATOLATA HOR EN L.4.2M ACABADO 04"
"0000503340","1-10-0817-7084","GOLA SCATOLATA HOR EN C.4.2M ACABADO 04"
"0000503340","1-10-0818-7084","ZOCLO PVC H.120 L.4M ACABADO04"
"0000503340","1-10-0819-7084","GOLA HORIZONTAL EN L  L.4.2M ACABADO 04"
"0000503340","1-10-0820-7084","GOLA HORIZONTAL EN C  L.4.2M ACABADO 04"
"0000503340","1-10-0821-7084","GOLA VERTICAL DOBLE L.4.7M ACABADO 04"
"0000503340","1-10-0822-7084","RIEL PARA PTA CORREDIZA SUPERIOR"
"0000503340","1-10-0823-7084","MULTIANG JOLLY H.120 ACABADO 04"
"0000503340","1-10-0824-7084","SET TAPA EXT P/GOLA EN L ACABADO 04"
"0000503340","1-10-0825-7084","SET TAPA EXT P/GOLA EN C ACABADO 04"
"0000503340","1-10-0826-7084","UNION PARA ZOCLO ACABADO 04"
"0000503340","1-10-0827-7084","BACKSPLASH ACABADO 04"
"0000503340","1-10-0828-7084","ACCESORIO PARA BLACKSPLASH ACABADO 04"
"0000503340","1-10-0829-7084","PORTA CUBIERTOS GRIS 80CM"
"0000503340","1-10-0830-7084","MATERIAL BLOQUEADO."
"0000503340","1-10-0831-7084","PORTA CUBIERTOS BLANCO 80CM"
"0000503340","1-10-0832-7084","PORTA CUBIERTOS BLANCO 60CM"
"0000503340","1-10-0833-7084","KIT DE PATA DE AL CILINDRICA CON TAPA B"
"0000503340","1-10-0836-7084","FRN CAJON 44.7x16.9 CM LAPCEPLRMG"
"0000503340","1-10-0837-7084","FRN GAVETA 44.7x34.1 CM LAPCEPLRMG"
"0000503340","1-10-0838-7084","RIEL PARA PTA CORREDIZA INFERIOR"
"0000503340","1-10-0839-7084","HERRAJE CO CAR PLAC/CAN"
"0000503340","1-10-0840-7084","HERRAJE P.TAPPO PLAC/CAN"
"0000503340","1-10-0841-7084","KIT SLOWMOVE PTA CORREDIZA"
"0000503340","1-10-0842-7084","MANIJA PTA CORREDIZA"
"0000503340","1-10-0843-7084","PORTACUBIERTOS MADERA"
"0000503340","1-10-0858-7084","SET CARRETILLA PARA PTA CORREDIZA"
"0000503340","1-10-0863-7084","MANIJA DE CAJON CLOSET"
"0000503340","1-10-0864-7084","MANGUETE ABS 90 18MMX863"
"0000503340","1-10-0865-7084","MANGUETE ABS 60  18MMX563"
"0000503340","1-10-0868-7084","LAT 61x216 CM PVCBRIPLBL"
"0000503340","1-10-0872-7084","PENS REFRI G 2PTA 75x33 H36"
"0000503340","1-10-0875-7084","PTA REFRI 37.2X35.7CM LAPCEPTSBN"
"0000503340","1-10-0876-7084","VISTA 63.8X75.3CM LAPCEPTSBN"
"0000503340","1-10-0877-7084","LAT 45X75.3 CM LAPCEPTSBN"
"0000503340","1-10-0920-7084","LAT 60x75.3x.12 CM PVCBRIPLBL"
"0000503340","1-10-0927-7084","PTA REFRI 29.7x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0928-7084","PTA 54.7x71.7 CM PVCBRIPLBL"
"0000503340","1-10-0929-7084","PTA MICRO 59.7x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0931-7084","LAT 60X75.3 CM PVCBRIPLBL"
"0000503340","1-10-0932-7084","PTA REFRI 32.2x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0933-7084","LAT 61X87.3 CM PVCBRIPLBL"
"0000503340","1-10-0934-7084","PTA REFRI 39.7x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0935-7084","PTA REFRI 34.7x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0936-7084","PTA REFRI 43.7x35.7 CM PVCBRIPLBL"
"0000503340","1-10-0937-7084","LAT 63X87.3 CM PVCBRIPLBL"
"0000503340","1-10-0965-7084","BISAGRA CIERRE LENTO 105° SIN ACCESORIOS"
"0000503340","1-10-0966-7084","SOPORTE PARA BISAGRA DE CIERRE LENTO"
"0000503340","1-10-0967-7084","TORNILLO PARA BISAGRA DE CIERRE LENTO"
"0000503340","1-10-0969-7084","FILLER 15X204 CM PVCBRIPLRN"
"0000503340","1-10-0970-7084","MCO HRZNTL CL 10X127 CM PVCBRIPLRN"
"0000503340","1-10-0971-7084","MCO HRZNTL CL 10X155 CM PVCBRIPLRN"
"0000503340","1-10-0972-7084","MCO HRZNTL CL 10X190 CM PVCBRIPLRN"
"0000503340","1-10-0973-7084","MCO HRZNTL CL 10X255 CM PVCBRIPLRN"
"0000503340","1-10-0974-7084","MCO VRTCL 10XH216.2X1.8 CM PVCBRIPLRN"
"0000503340","1-10-0975-7084","PTA CL123X212.7 CM PVCBRIPLRN"
"0000503340","1-10-0976-7084","PTA CL 57X212.7 CM PVCBRIPLRN"
"0000503340","1-10-0977-7084","PTA CL 74XH211X1.8 CM PVCBRIPLRN"
"0000503340","1-10-0978-7084","PTA CL 89X212.7 CM PVCBRIPLRN"
"0000503340","1-10-0979-7084","PTA 44.7x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0980-7084","FRN EX 14.7x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0981-7084","FRN ESTUFA 79.7x10.5 CM PVCBRIPLRC"
"0000503340","1-10-0982-7084","FRN GAVETA 59.7x34.1 CM PVCBRIPLRC"
"0000503340","1-10-0983-7084","FRN CAJON 59.7x16.9 CM PVCBRIPLRC"
"0000503340","1-10-0984-7084","PTA 59.7x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0985-7084","FILLER 15x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0986-7084","PTA REFRI 49.7x35.7 CM PVCBRIPLRC"
"0000503340","1-10-0987-7084","PTA 39.7x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0988-7084","LAT 61x204 CM PVCBRIPLRC"
"0000503340","1-10-0989-7084","PTA 39.7x88.5 CM PVCBRIPLRC"
"0000503340","1-10-0990-7084","PANEL 79.7x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0991-7084","PTA 29.7x71.7 CM PVCBRIPLRC"
"0000503340","1-10-0992-7084","LAT 61X216 CM PVCBRIPLRC"
"0000503340","1-10-0993-7084","LAT 63.2X75.3 PVCBRIPLRC"
"0000503340","1-10-0994-7084","LAT 60X75.3 PVCBRIPLRC"
"0000503340","1-10-1001-7084","FILLER 15X75.3 CM PVCBRIPLBL"
"0000503340","1-10-1011-7084","VISTA 60x75.3 CM LAPCEPLRGR"
"0000503340","1-10-1012-7084","FRN CAJON 79.7X16.9 CM LAPCEPLRMG"
"0000503340","1-10-1013-7084","FRN GAVETA 79.7X34.1 CM LAPCEPLRMG"
"0000503340","1-10-1014-7084","FRN GAVETA 79.7X24.5 CM LAPCEPLRMG"
"0000503340","1-10-1015-7084","FRN GAVETA 59.7X24.5 CM LAPCEPLRMG"
"0000503340","1-10-1016-7084","PTA 29.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-1017-7084","PTA 39.7x47.7 CM LAPCEPLRMG"
"0000503340","1-10-1018-7084","LAT 37x75.3 CM LAPCEPLRMG"
"0000503340","1-10-1019-7084","LAT 40x75.3 CM LAPCEPLRMG"
"0000503340","1-10-1020-7084","LAT 45x75.3 CM LAPCEPLRMG"
"0000503340","1-10-1021-7084","VISTA 46.5x71.7 CM LAPCEPLRMG"
"0000503340","1-10-1022-7084","LAT 51x75.3 CM LAPCEPLRMG"
"0000503340","1-10-1023-7084","VISTA 55x75.3 CM LAPCEPLRMG"
"0000503340","1-10-1024-7084","BASE EX G PTA 15x59 H75.3"
"0000503340","1-10-1025-7084","MCO HRZNTL 10X195X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1026-7084","MCO HRZNTL 10X270X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1027-7084","PTA CL 119XH211X1.8 PVCBRIPLRN"
"0000503340","1-10-1028-7084","PTA CL 124XH211X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1029-7084","PTA CL 109XH211X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1030-7084","PTA 128.7XH211X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1031-7084","PTA CL 64XH211X1.8 CM PVCBRIPLRN"
"0000503340","1-10-1032-7084","PTA CL 90XH212.7X1.8 CM PVCBRIPLRN"
